tweet_id,tweet_text,class_label
24314,There are three fundamental challenges,No
23510,Now thats not a flipflop,No
8014,Admirals Spruance and Callins in said that we should not attempt to defend these islands in their conference in the Far East,Yes
20903,He wont support freeing local districts from the strings of federal money,No
32483,And I will tell you Hillary Clinton is raising your taxes folks,Yes
30144,Now its in over countries,Yes
19953,Their budget cut billion in Medicare and finally their budget withdrew the national guarantee of healthcare to poor children families with children with handicaps the elderly in nursing homes poor pregnant women,Yes
6635,This president has taken a trillion surplus and turned it into deficits as far as the eye can see,Yes
8078,I suggest however that in the interest of fairness that he could give me the benefit of also believing as he believes,No
7950,Well I think we should be no under no illusions whatever about what the responsibilities of the American people will be in the sixties,No
18978,And I think its very important to the United States obviously to have a working relationship that is good,No
14237,The point is theyll get to decide what to think,No
10058,Consider the distance between ourselves and and Israel the president said that that he was going to put daylight between us and Israel,No
12517,Now in determining how we deal with this issue we must find the answer to a very important but simple question who threatens the peace,No
23724,I made a mistake in the way I talk about it,No
498,But do not erode out of the system the thousand points of light,No
9657,Thats not the kind of advocacy that women need,No
25319,I cant go into detail about them here,No
20744,For every new dollar that I propose for spending on health care Governor Bush spends for a tax cut for the wealthiest,Yes
25272,All theyve got to show for years in USSoviet relations is one meeting in the last weeks of an administration and nothing before,Yes
25113,Then we went in with the multinational force to help remove and did remove more than of those terrorists from Lebanon,Yes
16706,Weve got to have a a firm way to handle the energy question,No
21228,It is going to require a new spirit,No
21711,I talk about strengthening the American family and its very hard to strengthen the family if people are scared to walk down to the corner store and you know send their kid down to get a loaf of bread,No
28915,Im not proud of any record,No
22464,Now just remember when you think about me I didnt create this mess,No
3591,Now Senator Obama didnt mention that along with his tax cuts he is also proposing some billion in new spending on new programs,Yes
34396,Next year theyre going to go up over percent,No
9729,Thats Governor youre the last person whos going to get tough on China,No
22300,And where its been done those schools like in Rochester those schools that werent chosen find that they then compete and do better,Yes
11984,But that having been said I believe that well first of all let me say that the governor and I agree on some things where this subject is concerned,No
9529,And theyre going now because of the policies of this administration,No
8275,Uh I have made other recommendations after each of the other trips for example after my trip abroad to Hungary I made some recommendations with regard to the Hungarian refugee situation which were adopted not only by the President but some of them were enacted into law by the Congress,Yes
22672,The United Nations was not effective at removing Saddam Hussein,No
25220,This is the fourth time this has happened an identical attack in the same region despite warnings even public warnings from the terrorists,Yes
1776,But I do want to reduce the burden being paid by middleincome Americans,No
12816,Ive reached the conclusion that the Soviet Union is actually filibustering,No
3184,But I am committed to the one at Portsmouth Ohio,No
13605,Most people are working harder for less money than they were making years ago,No
16460,I dont believe that uh that Mr Carters been any more specific in this case than he has been on many other instances,No
27125,As you hear from intelligence sources even today the the insurgents are highly disparate,No
4065,We could impose significant meaningful painful sanctions on the Iranians that I think could have a beneficial effect,No
32333,Well first of all I will not let anyone into our country that I think poses a risk to us,No
11838,And other Americans have been singled out because of their race or ethnicity,Yes
13881,And I take it back because I think he said he made a mistake,No
28111,So I think step one to make sure prescription drugs is more affordable for seniors and those are the folks who really rely upon prescription drugs a lot these days is to reform the Medicare system is to have prescription drugs as an integral part of Medicare once and for all,No
28188,And we have uninsured people in my state,No
21209,One of the serious problems hear me well is that our system of government is being undermined by too much influence coming from special interest money,No
6748,And if it gets overturned then well end up with marriage being defined by courts and I dont think thats in our nations interests,Yes
23578,It doesnt speak to the equality of America,No
2921,And I think its very damaging to our country for Mr Ford to have turned over this responsibility to the secretary of state,No
7306,It encouraged them to do it,No
20199,Well Jim first of all I would like to thank the sponsors of this debate and the people of Boston for hosting the debate,No
18481,And the president chose the wrong way,No
23742,Thank you all of you for taking part,No
14132,President Lincoln opposed the war and there were people who said maybe he shouldnt be president but I think he made us a pretty good president in wartime,Yes
12468,I want to have an education system that sets high standards local control of schools and strong accountability,No
23428,Let me start with how to control the cost of health care medical liability reform for starters which hes opposed,No
32930,But its in part because those of us who have had the great privilege of seeing this job up close and know how difficult it is and its not just because I watched my husband take a billion deficit and turn it into a billion surplus and million new jobs were created and incomes went up for everybody,Yes
6750,Were all Gods children Bob,No
1392,And and thats a reversal of position uh by the Burger Court with which I do agree,Yes
33880,Well every time Donald is pushed on something which is obviously uncomfortable like what these women are saying he immediately goes to denying responsibility,No
12730,Ive been a member of the Senate Foreign Relations Committee I run for the presidency with full knowledge that his great responsibility really given to him by the Constitution and by the force of events is in the field of foreign affairs,No
1700,Were far away from that now,No
23900,I think character is a very important question,No
1055,I dont know how to deal with it exactly,No
29750,You need a better community you know relation,No
18957,He is listen they went through a horrible situation in Beslan where these terrorists gunned down young school kids,Yes
20895,The cornerstone is to have strong accountability in return for money and in return for flexibility,No
24,Weve got to get after the users more,No
11579,If I think its in our nations strategic interest Ill commit troops,No
3829,And we did not use our military wisely in Iraq,No
26267,And as I said this is not a partisan thing with me,No
27754,How strong is our economy,No
22111,I think the US has to still have the Statue of Liberty as a symbol caring for others,No
12204,Its a totally different point of view,No
7166,Children whose parents wouldnt speak English as a first language just move through,No
11196,But we have to have a government that is responsive to the Afghan people and frankly its just not responsive right now,No
30127,But Im all for NATO,No
34417,the longterm health care drivers,No
14418,But lets look at where I think the real mistake was made,No
17372,Secondly Ive said that I will not support the cuts in Social Security and Medicare and the rest that the President has proposed,Yes
12294,I believe Washington ought to set standards but again I think we ought to be collaborative at the local levels and I think we ought to work with people at the local levels,No
25848,It shouldnt happen in America,No
10855,And I introduced the first legislation and we forced votes on it,No
8432,I should also point out this once you put the responsibility on the federal government for paying a portion of teachers salaries your local communities and your states are not going to meet the responsibility as much as they should,No
29689,Weve just seen those two tragic examples in both Tulsa and Charlotte,No
8515,So these are three programs which are quite moderate,No
9359,Youll get your chance in a moment,No
17481,Those who can afford to have them will continue to have them,No
30427,But she spent hundreds of millions of dollars on negative ads on me many of which are absolutely untrue,Yes
12135,I think it ought to be a top priority,No
3644,But its an example of this notion that the market can always solve everything and that the less regulation we have the better off were going to be,No
11818,But if I am entrusted with the presidency it will be the first Civil Rights Act of the century,No
15980,Well Andrea you didnt predicate that lack of economists support for what I call a flexible freeze because some good very good economists do support that concept,No
203,All of them with little or no health insurance,No
30223,The other day I saw Donald saying that there were some Iranian sailors on a ship in the waters off of Iran and they were taunting American sailors who were on a nearby ship,No
27735,Over the long term in order for us to compete with China weve also got to make sure though that were taking taking care of business here at home,No
1492,I was in uh thirty primaries in the spring and uh at first it was obvious that I didnt have any standing in the poll,No
32021,So you talk about friend,No
14010,Or do you just keep lunging in at will,No
13345,By the president having five powers four or five powers and he only has very limited powers today neither the company nor the union would be sure which power would be used and therefore there would be a greater incentive on both sides to reach an agreement themselves without taking it to the government,No
630,And I think Ive had that,No
14396,Weve never let the Congress and the Foreign Relations Senate Intelligence Committees see them,Yes
24566,See divided teams lose united teams win,No
33912,But just briefly the Clinton Foundation made it possible for million people around the world with HIVAIDS to afford treatment and thats about half all the people in the world who are getting treatment,Yes
22580,The president gave the top percent of incomeearners in America got billion last year more than the percent of people who earn or less all put together,Yes
3707,First of all by the way Id eliminate ethanol subsidies,No
12545,Let us move now to the future,No
3596,I I dont know where John is getting his figures,No
11512,And therefore the term honest broker makes sense,No
32487,But she is raising your taxes and Im lowering your taxes,Yes
24409,But when you go to put somebody elses son or daughter into war I think you got to be a little bit careful and you have to be sure that theres a military plan that can do this,No
20073,But the most important thing is my plan for the Century is a better plan,No
6519,My call to our fellow Americans is if youre healthy if youre younger dont get a flu shot this year,No
28511,The mission must be clear,No
24796,When you go to bed tonight look at your children,No
21407,Now its not the Republicans fault of course and its not the Democrats fault,No
20494,I know we need to ban partial birth abortions,No
30279,I think that once the nuclear alternative happens its over,No
4079,What Senator McCain refers to is a measure in the Senate that would try to broaden the mandate inside of Iraq,No
13338,I never suggested that compulsory arbitration was the solution for national emergency disputes,Yes
25308,If I were dealing with politics here the polls show the American people want this,No
12644,I believe that the world is changing fast,No
18748,With respect to North Korea the real story We had inspectors and television cameras in the nuclear reactor in North Korea,Yes
15171,Its understandable that a Senator in the preliminary debates can make an irresponsible statement or maybe an illadvised statement,No
23691,We knew he tortured his own people,Yes
496,I think they understand my commitment to helping them in the neighborhoods,No
30250,The single greatest problem the world has is nuclear armament nuclear weapons not global warming like you think and your your president thinks,No
8847,for a specific cause or a specific objective come with such red tape such priorities established by a bureaucracy in Washington that the local governments hands are tied with regard to using that money as they feel could best be used and for what they think might be the top priority,No
8142,I dont want the talents of any American to go to waste,No
34322,We will have created a tremendous economic machine once again,No
14563,My plan says that we want to raise marginal incomes on family incomes above from to percent that we want to ask foreign corporations simply to pay the same percentage of taxes on their income that American corporations play in America that we want to use that money to provide over billion in tax cuts for investment in new plant and equipment for small business for new technologies and for middle class tax relief,Yes
29898,Because I want to get on to defeating ISIS because I want to get on to creating jobs because I want to get on to having a strong border because I want to get on to things that are very important to me and that are very important to the country,No
22904,Daniel I dont support a draft,No
7891,But what does he offer,No
24301,We really need to nail down the big intercontinental ballistic missiles the ones that can hit us from Russia,No
12128,Now I know that we have some disagreements on this,No
13517,This has a great effect on the s underdeveloped world which faces problems of low income and high population density and inadequate resources,No
20502,Surely we can find common ground to reduce the number of abortions in America,No
4026,A war that I was in where we had an Army that it wasnt through any fault of their own but they were defeated,No
23782,The Commission put out a report that said America is safer but not yet safe,Yes
10736,It includes telling the oil companies that currently have million acres that theyre not using that either you use them or you lose them,Yes
33834,I believe Chris that she got these people to step forward,No
20697,I think thats a big mistake because I think we have to stay at the cutting edge,No
11615,Started off as a humanitarian mission and it changed into a nationbuilding mission and thats where the mission went wrong,No
19011,Its not what the American people thought they were getting when they voted,No
13083,It is a commitment that we have to meet if were going to protect the security of Western Europe,No
28329,Part of its because you cant you cant control the classroom,No
32272,And she wont even mention the word and nor will President Obama,No
21033,That means hell either have to raise your taxes by billion or go into the Social Security surplus for billion,No
21160,You know going to a Buddhist temple and then claiming it wasnt a fundraiser isnt my view of responsibility,No
23926,Certainly anyone in the White House should have the character to be there,No
23409,Im going to shut that loophole and Im going to give the tax benefit to the companies that stay here in America to help make them more competitive,No
28149,And Ill bring new competition to bring the price down,No
8784,But I think that that is clearly related to the fact that going back to the time when the allvolunteer Army was created in and I worked hard for it and supported it we simply have failed to keep pace with the cost of living,Yes
2829,Let me tell you this straight from the shoulder,No
26287,We think thats very important because a lot of people take care of their parents,No
1129,Its far better for a person sitting in the White House uh who has a number of options to make certain that the uh other side so to speak doesnt know precisely what youre going to do,No
26473,If theres anything thats going to change America its get the economy growing,No
15862,I didnt hear the word liberal or left one time,No
25260,And as a matter of fact we havent avoided arms control talks with the Soviet Union,Yes
12871,No one can say what that course of action will be but I think the next president of the United States should watch it carefully,No
27020,thats a I indicated,No
32597,When I was secretary of state I went around the world advocating for our country but also advocating for womens rights to make sure that women had a decent chance to have a better life and negotiated a treaty with Russia to lower nuclear weapons,Yes
3506,But somehow in Washington today and Im afraid on Wall Street greed is rewarded excess is rewarded and corruption or certainly failure to carry out our responsibility is rewarded,No
29191,Theyre the best the best ever at it,No
32345,So I thought that what he said was extremely unwise and even dangerous,No
14256,And in years as governor I guess Ive taken on every interest group there was in my state at one time or another to fight for change,Yes
13384,I dont think we should have that kind of a program,No
23483,Every action being taken against terrorists requires court order requires scrutiny,No
29603,Its much less than that,No
11653,In Africa we did not,No
13873,We did it in my state and we can do it nationally,Yes
16076,And yet Mr Bush tried to cut their cost of living increase in,Yes
26683,This is what Ross Perot complains about,No
9879,So for instance I would not give drivers licenses to those that have come here illegally as the president would,Yes
25812,Number four make sure we protect the integrity with the Medicare program and Medicaid program and not do anything in cutting costs which would cause hundreds of hospitals to close which could have been the case if the dollar Medicare cut that I vetoed had been enacted in the law,Yes
24425,I think if we learned anything in Vietnam is you first commit this nation before you commit the troops to the battlefield,No
21796,So we need to do the reforms and the term limits,No
25315,Georgie Anne we believe me supported the SimpsonMazzoli bill strongly and the bill that came out of the Senate,Yes
572,Im ready to provide that leadership,No
25351,Its now and I predict itll be coming down a little more shortly,Yes
25699,Whether its two parents working because one has to pay the taxes and one has to provide for the family whether its a single parent who just barely pays the pressing bills or whether youre worried about an education for your children going to the best schools or whether youre worried about safe playgrounds drugfree schools crimefree schools,No
4268,Thats just not true John,No
18773,Thats where he was breaking the agreement,Yes
29831,And it was terminated by current mayor,Yes
7953,I think it may be necessary that we have more taxes,No
30280,At the same time we have to be prepared,No
20166,Ive learned to feed myself and to walk and to dress,No
2643,But you make a very good point which is that the place you put your money just makes a pretty clear indication of where your heart is,No
8463,Secondly we passed a federal aid to education bill in the Senate,Yes
27089,This this is a critical opportunity for America,No
12250,Well let me start with Texas,No
32693,And those three have now lined up because of our weak foreign policy,No
16063,I appoint people of independence and integrity and intelligence people who will be a credit to the Bench,No
13945,Millions and millions of people at work,No
25369,And if such a defense could be found wouldnt it be far more humanitarian to say that now we can defend against a nuclear war by destroying missiles instead of slaughtering millions of people,No
24673,And the American people are willing to have fair shared sacrifice,No
24275,Youd go broke in a hurry,No
25326,And this was why the provisions that we had in with regard to sanctions and so forth and Im going to do everything I can and all of us in the administration are to join in again when Congress is back at it to get an immigration bill that will give us once again control of our borders,No
32278,And before you solve it you have to say the name,No
13647,I think thats fundamental in our country that you know what youre getting into,No
10628,The situation today cries out for bipartisanship,No
19910,But this is a very liberal administration,No
20008,Everybody whos looked at it economists seven Nobel prize winners say its bad for the economy,Yes
30115,And I said well Ill tell you,No
20416,It would only give us a few months worth of oil and the oil wouldnt start flowing for many years into the future,No
22247,Those schools belong to you,No
17277,And I believe I have sung at more weddings and more funerals than anybody ever to seek the Presidency,No
32681,Iran now and Russia are now against us,Yes
13373,I will issue a white paper after this broadcast quoting exactly what he said on compulsory arbitration for example and the record will show that I have been correct,No
20096,If you are out of work you have nothing to eat or you cant have medical care or youre holding a crack baby in your arms right now what do you do next,No
32545,But they really want the carried interest provision which I believe Hillarys leaving,No
2857,We have taken the initiative and in southern Africa today the United States is trusted by the black frontline nations and black Africa,Yes
15742,Well Andrea today we have strategic nuclear warheads on land on air and in the sea,Yes
19543,Were way behind which means Americans cant come home,No
21744,We have got to become more concerned about people who play by the rules and get the balance we require,No
18600,I couldnt agree more that the Iraqis want to be free and that they could be free,No
14144,In New Hampshire Senator Kerrey said you ought to level you ought to tell the truth about it,No
2398,They cant impose arbitrary lifetime limits,Yes
34333,Those are the people these are the greatest negotiators in the world,No
7734,And that will always be the case as long as the Communists are on the international scene in the aggressive tac uh tendencies that they presently are following,No
29396,And I think its time that the wealthy and corporations paid their fair share to support this country,No
13131,I suggest that if Formosa is attacked or the Pescadores or if theres any military action in any area which indicates an attack on Formosa and the Pescadores then of course the United States is at war to defend its treaty,No
20413,There is a ravenous demand for them overseas,No
33066,We have enough worries over there without having to worry about that,No
8012,But its extremely difficult to make that judgment,No
22953,Thank you very much Ann,No
23973,We dont need acrosstheboard tax cuts for the wealthy for nothing,No
17143,And thats why the Congress including the Republicans have not gone along with the Presidents recommendations,Yes
537,What troubles me is that when I talk of the voluntary sector and a thousand points of light and a thousand different ways to help on these problems the man has just said he doesnt understand what Im talking about,No
10387,Thats what Ive been doing for the last four years,No
21716,Virginias in the lead in this as Governor Clinton properly said on this identification system for firearms,Yes
25820,Its about where we are now,No
8444,I voted in favor of that proposal and supported it strongly because I think that that provided assistance to our teachers for their salaries without any chance of federal control and it is on that vote that th Mr Nixon and I disagreed and his tie vote uh defeated his breaking the tie defeated the proposal,Yes
13235,But when a mans president of the United States or a former president he has an obligation not to lose his temper in public,No
19047,Well continue to build our alliances,No
7802,But its also tremendously important to bear in mind that when you pour in money without pouring in technical assistance at w as well that you have a disastrous situation,No
33643,You go upstate New York,No
25905,I think they will and I think well get there,No
28630,This is a bad tax,No
6977,But I want to warn my fellow citizens The cost of doing nothing the cost of saying the current system is OK far exceeds the costs of trying to make sure we save the system for our children,Yes
4145,The Iranians have met with Ambassador Crocker in Baghdad,No
26667,Well the bottom line is we have to stop exporting jobs here,No
17315,With regard to a platform on the Supreme Court I can only say one thing about that,No
24192,Then have another task force on crime because next to jobs our people are concerned about their safety,No
32439,One of the primary area things in fact perhaps the primary thing was balance sheet,No
7858,The question is what were going to do in the future,No
25711,Weve got ten and a half million more jobs the deficits been reduced by percent,Yes
33074,So weve got to do something for them,No
15075,This ultimate terrorist threat is the most fearsome of all and its part of a pattern where our country must stand firm to control terrorism of all kinds,No
462,And its continuing to evolve and its evolving in favor of life,No
6137,Senator Obama wants government to do the job,No
2064,Right now you can actually take a deduction for moving a plant overseas,No
26167,Its one America one nation,No
23271,Ive even scaled back some of my favorite programs already like the childcare program I wanted to fund and the national service program because the presidents deficit keeps growing and Ive said as a pledge Im going to cut the deficit in half in four years,No
10047,And there was no demonstration involved,Yes
2593,The proof of that is that percent of college graduates this year cant find work,Yes
27491,And weve got to maintain that pressure,No
14213,The mistake that was made was making the read my lips promise in the first place just to get elected knowing what the size of the deficit was,No
10909,I vote against them my friends,No
32886,We have a very divided nation,No
1977,You can look at all the numbers what cuts we make and what revenue we raise,No
13981,You cant do it on the war where he says well I was with the minority but I guess I would have voted with the majority,No
8749,According to one study that was published a short time ago the Harvard Business School study indicated that just in the commercial sector alone of the economy we could save between and of the energy that we consume in this country today,Yes
6622,They were just shuffling too many kids through the system year after year grade after grade without learning the basics,No
18175,What kind of message does it send to be sending money to open firehouses in Iraq but were shutting firehouses who are the first responders here in America,Yes
15846,Its gotten a little nasty,No
16968,This was an effort that was made by the attorney general and myself working with the Congress,Yes
12366,And I remember you gave a very good answer to New Hampshire about the White Mountains about how it was important to keep that collaborative effort in place,No
33802,You would even be proud of it,No
17701,I think thats part of it,No
17978,All of these and especially homeland security which well talk about a little bit later,No
14489,A shameless plug there Mr President,No
11534,I want to give robust support to the groups that are trying to overthrow Saddam Hussein and I know there are allegations that theyre too weak to do it but thats what they said about the forces that were opposing Milosevic in Serbia and you know the policy of enforcing sanctions against Serbia has just resulted in a spectacular victory for democracy just in the past week and it seems to me that having taken so long to see the sanctions work there building upon the policy of containment that was successful over a much longer period of time against the former Soviet Union in the communist block seems a little early to declare that we should give up on the sanctions,Yes
19142,All of these are programs that Senator Dole opposed that I supported because I felt they were a legitimate effort to help people make the most of their own lives,Yes
33530,The Russians cant believe it,No
16229,They had thirty of them we had seven of them,Yes
24623,We cannot move to the extreme,No
26980,And and attacking me is not an agenda,No
9390,What Im not for is us ignoring the other half of the equation,No
1140,And General Brown has indicated uh his apology his regrets and I think that will uh in this situation settle the matter,No
2175,By the way we can include a prescription program if we need to improve it,No
3438,Now we also have to recognize that this is a final verdict on eight years of failed economic policies promoted by George Bush supported by Senator McCain a theory that basically says that we can shred regulations and consumer protections and give more and more to the most and somehow prosperity will trickle down,Yes
11841,I think theyre different because theyre based on prejudice and hatred which gives rise to crimes that have not just a single victim but theyre intended to stigmatize and dehumanize a whole group of people,No
5896,And its not the fact its not the fact that Senator Obama chooses to associate with a guy who in said that he wished he had have bombed more and he had a long association with him,Yes
13513,He said that many of these countries equate space developments with scientific productivity and scientific advancement,Yes
28563,And thats what is going to happen should I earn your confidence,No
10532,Meanwhile they were getting all kinds of money in campaign contributions,No
32727,Why cant they do it quietly,No
8458,If I may take the bills we did pass in the Senate a bill uh to provide a dollar twentyfive cent minimum wage,Yes
26757,We still have some of that hatred inside us,No
3824,We have seen wounded and most importantly from a strategic national security perspective al Qaeda is resurgent stronger now than at any time since,Yes
12233,Now here is the good news Jim,No
34199,We could have gained if they did it by surprise,No
17390,I said that we would become respected in the world once again and that we would refurbish our national defense to the place that we could deal on the world scene and then seek disarmament reduction of arms and hopefully an elimination of nuclear weapons,No
22260,I did a study on it theyre cost ineffective,No
23790,And well continue to promote freedom around the world,No
7753,Now Senator Kennedy a moment ago referred to the fact that there was not an adequate Voice of America program for Latin America,Yes
15868,Those are basic American values,No
8435,This is not enough it should be more,No
13480,This one must be stepped up,No
5626,If we make investments now so that people have coverage that we are preventing diseases that will save on Medicare and Medicaid in the future,Yes
11409,Ive been able to set clear goals,No
13891,They are now miles per gallon per automobile fleet,Yes
698,So Im for continued research but I also want strong conventional forces,No
20103,Were number one in autos again record numbers of new small businesses,Yes
34,But I think were all in this together and my plea to the American people is values in the schools,No
13154,The Soviet Union may not agree to an inspection system,No
18344,I sit down with the world leaders frequently and talk to them on the phone frequently,No
9925,I did not say that the Arizona law was a model for the nation in that aspect,Yes
4240,I immediately said that this was illegal and objectionable,Yes
540,The fact happens to be that education spending is up by the federal government it is up,Yes
3811,So there was a lot at stake there,No
13965,I am the one whos in the middle on this,No
26259,I have never supported quotas,Yes
13135,They were not within the treaty area when the treaty was passed in fiftyfive,Yes
33867,And frankly those stories have been largely debunked,Yes
32626,So I when I was secretary of state advocated and I advocate today a nofly zone and safe zones,Yes
25927,Prime Minister Rabin gave his life believing that that trust could be materialized and I still think it can be,No
28318,They put about you know of the strings where you have to fill out the paperwork,Yes
13808,Go back to Jimmy Carter and interest rates were inflation was,Yes
19597,They lost about a million people in the war the Korean War the forgotten war,Yes
32403,And WikiLeaks is part of that as are other sites where the Russians hack information we dont even know if its accurate information and then they put it out,Yes
10493,You know thats a tough question and theres a lot of qualified Americans,No
2698,Thats how we signed three trade deals into law that are helping us to double our exports and sell more American products around the world,Yes
4326,Obviously weve poured billions of dollars into airport security,Yes
3267,The United States must and will maintain complete access to the Panama Canal,No
21348,Number three stop the federal governments program that now gives lowinterest loans and job training funds to companies that will actually shut down and move to other countries but we wont do the same thing for plants that stay here,No
8890,It just takes from the people,No
9275,The administration brought a criminal action against the people drilling up there for oil this massive new resource we have,No
32826,Its just going to be talk,No
4010,I supported us going into Bosnia when a number of my own party and colleagues was against that operation in Bosnia,Yes
286,But I dont agree with a lot of most of the positions of the ACLU,No
5817,Youve got to read what he said,No
33358,Anybody who should be deported we should deport them,No
24508,But I must tell you I think legalization of narcotics or something of that nature in the face of the medical evidence would be totally counterproductive,No
28722,Ill tell you this I want to do something about this,No
7323,Theyve tried to undo them,No
3487,We did not set up a regulatory framework to deal with these problems,No
19627,You look at the poor people who still live in Cuba,No
23045,Because I went to Washington to fix problems,No
28335,comes from the local level,Yes
9711,Thats why everything Ill do is designed to help small businesses grow and add jobs,No
7522,He said Sarah and I live on the east side of the mountain,No
27643,Part of what had happened is wed forgotten why we had gone,No
14152,And again you might be able to make amendments all the time Governor but youve got to as president you cant be on all these different sides and you cant have this pattern of saying well I did this or I didnt then the facts come out and you change it,No
20013,It wasnt until we had a Republican Congress you even thought about you talked about tax cuts,Yes
11767,Ive generally supported it but Ive seen them make some calls that I thought were highly questionable,No
6753,Ive met people who struggled with this for years people who were in a marriage because they were living a sort of convention and they struggled with it,No
1020,I proposed as you know a reduction to increase the personal exemption from seven hundred and fifty to a thousand dollars,Yes
25822,In my economic plan we increase it,Yes
7159,The No Child Left Behind Act says Well raise standards,Yes
20882,The first is the difference is there is no new accountability measures in Vice President Gores plan,Yes
10232,Now were going to have to make sure that as we trade with other nations that they play by the rules,No
32248,Were going to block grant into the states,No
7536,And as we pursue the enemy wherever it exists well also spread freedom and liberty,No
19375,You know mine doesnt work that way,No
19541,We agreed to train and arm the Muslims so they could defend themselves the policy you had when you ran in,Yes
2515,Which is which is my experience as a governor is if I come in and and lay down a piece of legislation and say Its my way or the highway I dont get a lot done,No
355,And weve got to attend to them,No
8700,put that tax on here at home reduce our consumption of that imported oil,No
18257,And they both looked at me and said We need you,No
5927,And its time we had that bresh of freth air breath of fresh air coming into our nations capital and sweep out the oldboy network and the cronyism thats been so much a part of it that Ive fought against for all these years,No
16846,uh The estimate of the outside if you eliminated all tax shelters is billion,Yes
28614,We need to open up markets,No
9284,People grabbed my arms and said Please save my job,No
28364,And he ought to be proud of it its part of his record,No
1972,And I worked with Democrats and Republicans to cut a trillion dollars out of our discretionary domestic budget,Yes
15774,You just dont make unilateral cuts in the naive hope that the Soviets are going to behave themselves,No
33782,Well first of all what he just said about the State Department is not only untrue its been debunked numerous times,Yes
30414,Let me just tell you,No
3834,Senator Obama said the surge could not work said it would increase sectarian violence said it was doomed to failure,Yes
19914,This is the administration that fought the balanced budget amendment and vetoed a balanced budget and vetoed welfare reform twice and the list goes on and on and on thats what I had in mind,Yes
28166,I will make a commitment to bring health care coverage of high quality that is affordable to every single child in America within four years,No
9938,My my view is that this president should have honored his promise to do as he said,No
1921,Its just its weve got when the president took office million people on food stamps million on food stamps today economic growth this year slower than last year and last year slower than the year before,Yes
24904,This brings up the whole question of what Presidential leadership is all about,No
10470,We obviously have to stop this spending spree thats going on in Washington,No
18518,And the question is it worth the cost reminds me of my own thinking when I came back from fighting in that war,No
6854,We also wanted Medicare to be able to negotiate bulk purchasing,Yes
12447,The difference is that while my plan starts with new accountability and maintains local control it doesnt stop there,No
7412,And I really was moved as well as impressed by the speech that he gave to the Congress,No
3735,Tom or John mentioned me being wildly liberal,No
29034,I have not spent the last quarter century in pursuit of personal wealth,No
26585,And I think what we have to do is convince people there is a big difference if you vote one way you will have a Department of Education in the century if you vote the other way you wont,No
25489,But in order to stop this arms madness weve got to push ahead with tough negotiations that are verifiable so that we know the Soviets are agreeing and living up to their agreement,No
29306,I think it is a part of it and Ive said what Im going to do,No
819,The Vice President ignored them,Yes
29370,You are going to approve one of the biggest tax increases in history,Yes
1961,My cutbacks will be done through attrition by the way,No
2602,But the federal government also can play a very important role,No
4100,Here is Ahmadinenene Ahmadinejad who is Ahmadinejad who is now in New York talking about the extermination of the State of Israel of wiping Israel off the map and were going to sit down without precondition across the table to legitimize and give a propaganda platform to a person that is espousing the extermination of the state of Israel and therefore then giving them more credence in the world arena and therefore saying theyve probably been doing the right thing because you will sit down across the table from them and that will legitimize their illegal behavior,Yes
12924,Well Mr Nixon to go back to,No
19366,That was my first vote against tobacco companies when I said we ought to label cigarettes,Yes
33222,And I regret that because what I would like to see is for people to come together and say Of course were going to protect and defend the Second Amendment,No
11503,Well we stand with Israel but we have maintained the ability to serve as an honest broker,Yes
10562,And thats why its going to be so important for us to work with homeowners to make sure that they can stay in their homes,No
10029,Certainly not right when its happening,No
33000,Its million less for special interests that will tell you exactly what to do and it would really I think be a nice sign to the American public,No
13285,Hes extending the Administrations commitment,Yes
14021,I just want to make foreign lobbyists this whole thing,No
16144,He favors this supply maintenance or production controls,No
8456,Well as you take the bills,No
2391,And so as a consequence theyre paying their premiums somebody gets really sick lo and behold they dont have enough money to pay the bills because the insurance companies say that theyve hit the limit,No
20649,We met the goals this year but in the previous years we have not met recruiting goals,Yes
29775,Now I believe in community policing,No
32091,But for you to say that there was nothing wrong with you deleting emails again you should be ashamed of yourself,No
29724,We have to bring back law and order,No
31847,Obviously Im hoping to earn your vote Im hoping to be elected in November and I can promise you I will work with every American,No
26400,Because of paperwork and regulation,No
5853,And it means that we can have tough vigorous debates around issues,No
17974,I have a better plan to be able to fight the war on terror by strengthening our military strengthening our intelligence by going after the financing more authoritatively by doing what we need to do to rebuild the alliances by reaching out to the Muslim world which the president has almost not done and beginning to isolate the radical Islamic Muslims not have them isolate the United States of America,No
14187,Thats quite different than taking a position where you know its best for you,No
19694,Well he does he has a little bit and I hope he will continue,No
7111,We have much more manpower and much more equipment there,No
19383,And then Senator Doles ardent supporters Senator McCain whos out there today along with Senator Feingold supported sponsored a campaign finance reform proposal,Yes
3517,Well the John days ago you said that the fundamentals of the economy are sound,No
2255,Lets get back to Medicare,No
26024,We suggested I think it has been over a year ago now we do the same with Medicare and the White House called it a gimmick,Yes
21045,And as for the surest way to threaten our prosperity having a trillion tax cut almost half of which goes to the wealthy and a trillion Social Security privatization proposal is the surest way to put our budget into deficit Ãââœ raise interest rates and put our prosperity at risk,Yes
12196,And secondly I repeat to you,No
11406,Hes a vice presidential nominee who represents I think people got to see why I picked him,No
23628,And I truly respect it,No
7713,I would hope an incident like that would not happen,No
26172,Hell claim credit now for crime going down but it happens because mayors and governors and others have brought crime down,Yes
